,Actual,Predictions
0,18.772454333333336,49.56365966796875
1,83.16374966666666,113.28988647460938
2,149.22438366666668,201.54837036132812
3,225.65202666666667,265.1982421875
4,298.312971,328.5340881347656
5,368.5248206666666,368.7325134277344
6,417.4889559999999,401.54876708984375
7,477.2006843333333,445.8200988769531
8,515.054533,464.62298583984375
9,517.3391091666667,470.7795715332031
10,481.217803,498.5701599121094
11,492.9745391666667,496.6429443359375
12,513.7982325,487.54644775390625
13,520.5581438333334,489.6629638671875
14,502.94603266666667,480.2218017578125
15,510.0309823333333,480.7137451171875
16,515.7265654999999,467.09197998046875
17,464.6103515,451.6380615234375
18,430.8420548333333,419.50921630859375
19,413.89279016666666,385.3963623046875
20,336.2434385,371.5557556152344
21,286.9052306666666,318.9945068359375
22,291.9720931666667,279.89532470703125
23,296.7213515,264.56744384765625
24,235.346405,198.26980590820312
25,157.14618583333336,116.36039733886719
26,68.79134316666668,55.987030029296875
27,31.80454783333333,53.752532958984375
28,133.81233216666664,115.49147033691406
29,247.0954153333333,226.21652221679688
30,331.1196198333333,324.1864013671875
31,388.37350533333336,379.8426513671875
32,431.4148611666667,411.4664306640625
33,460.939638,446.70623779296875
34,484.0033568333333,478.8470764160156
35,497.7698311666667,492.632568359375
36,512.3672721666667,504.06011962890625
37,514.5823653333333,520.604736328125
38,529.5437903333333,520.820068359375
39,520.308769,522.4019775390625
40,493.1440146666666,509.9140625
41,503.5926768333333,510.52294921875
42,492.9614216666666,508.7367858886719
43,482.61390866666665,492.7391052246094
44,436.726905,488.390625
45,440.4571808333334,455.53863525390625
46,410.70067416666666,439.1295166015625
47,372.8965206666667,409.44232177734375
48,369.8117686666667,361.33538818359375
49,344.9945625,335.8579406738281
50,291.8710761666667,311.3663330078125
51,220.33602766666664,234.6501007080078
52,138.47349316666666,127.10487365722656
53,50.24944583333333,63.367462158203125
54,25.8017295,47.691650390625
55,94.16034133333332,96.59007263183594
56,146.079864,186.63406372070312
57,192.86526216666667,268.2196960449219
58,201.86651883333332,351.807861328125
59,236.71645583333333,383.2354736328125
60,278.50841,417.4271545410156
61,288.02089533333327,458.67449951171875
62,284.330532,479.3466796875
63,304.833771,497.916259765625
64,397.43499416666657,518.236083984375
65,354.8245443333333,514.738525390625
66,396.831984,514.98291015625
67,372.1949476666666,505.5810852050781
68,406.5380318333334,496.4111328125
69,412.914682,508.0863037109375
70,392.66638233333344,487.80230712890625
71,383.608916,474.98724365234375
72,274.15652416666666,440.10675048828125
73,202.9985673333333,418.0718688964844
74,187.18800266666668,402.63714599609375
75,188.6178626666667,344.62799072265625
76,202.29569883333332,311.0437927246094
77,126.65127800000002,282.1571960449219
78,146.11131616666668,212.87989807128906
79,111.40789766666668,123.24469757080078
80,51.069184,70.38632202148438
81,38.35566966666667,74.77012634277344
82,151.41611766666668,109.37808227539062
83,272.6129888333333,239.63418579101562
84,357.7322326666666,326.9600524902344
85,407.45965849999993,396.0498352050781
86,426.0988973333333,396.7386474609375
87,440.9542706666666,439.1243896484375
88,477.25655466666666,480.70391845703125
89,499.5913709999999,492.05633544921875
90,515.7424241666666,526.396728515625
91,524.3517818333335,511.3095703125
92,522.6456495,518.211181640625
93,521.799979,525.53369140625
94,515.8427758333333,509.5721435546875
95,509.23908,515.7744750976562
96,502.8822713333334,508.1434326171875
97,506.307021,512.811279296875
98,496.7826025,524.0416259765625
99,492.3782838333333,492.9739990234375
100,469.5318223333333,463.6824645996094
101,449.219944,453.6937561035156
102,428.31392066666666,378.0458068847656
103,399.0091666666666,367.14532470703125
104,341.9274758333333,321.3916320800781
105,262.7273755,250.4294891357422
106,163.47099633333335,136.0513916015625
107,72.92210899999999,71.95306396484375
108,22.493391666666668,62.65771484375
109,102.33823083333333,132.44485473632812
110,191.956505,249.73255920410156
111,288.7359328333333,321.20916748046875
112,288.68913066666664,377.037841796875
113,306.4212681666667,395.67083740234375
114,387.5954408333333,429.32611083984375
115,407.1132950000001,463.91485595703125
116,401.0351175,486.4018859863281
117,404.7986285,523.876220703125
118,418.122822,517.3013916015625
119,399.59033349999993,520.1065673828125
120,382.7832048333333,519.9241943359375
121,393.2601035,515.434326171875
122,406.1949905,512.3707275390625
123,393.19056316666666,509.751708984375
124,400.98613366666666,489.2615966796875
125,447.2028083333333,482.86407470703125
126,384.16877266666665,452.0103759765625
127,407.569557,429.5108642578125
128,401.2330106666667,431.148193359375
129,354.45664616666664,362.859130859375
130,307.15646283333325,341.69317626953125
131,300.25893883333333,312.6219787597656
132,211.3541893333333,233.67233276367188
133,127.098459,129.08206176757812
134,51.67146699999999,51.59916687011719
135,11.778342833333337,44.47367858886719
136,49.894804333333326,78.32661437988281
137,112.77789816666667,142.501708984375
138,193.95599733333333,208.72572326660156
139,178.93837050000002,261.0566711425781
140,213.6064135,291.35687255859375
141,283.02551666666665,312.3643798828125
142,248.74377433333336,350.96600341796875
143,255.75822883333336,375.2259826660156
144,295.5325631666667,375.135498046875
145,274.98077950000004,404.73370361328125
146,252.89077866666668,402.14434814453125
147,309.17217416666665,385.6539306640625
148,321.55950616666667,397.35101318359375
149,310.31255716666664,395.14935302734375
150,307.01358316666665,402.881103515625
151,260.96381833333334,381.41015625
152,232.7651315,364.49969482421875
153,237.67341266666665,340.95843505859375
154,156.87572633333332,294.8861083984375
155,137.10789266666666,286.3551330566406
156,171.13727766666668,242.9301300048828
157,180.31564766666668,217.99049377441406
158,123.668251,219.2469482421875
159,85.81142299999999,161.02256774902344
160,30.838201,95.63887786865234
161,8.944987666666666,49.51045227050781
162,5.7456293333333335,23.931808471679688
163,31.752911,62.62281799316406
164,70.59086833333333,136.22012329101562
165,143.71722166666666,197.8482666015625
166,171.3040735,263.75079345703125
167,232.82295866666664,278.006103515625
168,270.80995033333335,312.1429443359375
169,304.5492971666667,346.05657958984375
170,322.080997,353.38458251953125
171,334.6052225,374.54473876953125
172,333.9002116666667,389.34735107421875
173,336.1862943333333,379.167724609375
174,330.9436606666667,378.95953369140625
175,329.2354005,383.005126953125
176,292.9373675,380.2167053222656
177,277.642161,387.65008544921875
178,300.56191233333334,365.33831787109375
179,245.74328233333333,371.3748779296875
180,226.85295566666665,341.83648681640625
181,234.10703866666668,312.67578125
182,215.9976118333333,297.16180419921875
183,204.77585666666667,265.12335205078125
184,169.21968483333333,231.87205505371094
185,138.453108,214.63629150390625
186,103.728276,160.26138305664062
187,97.582741,81.23522186279297
188,43.3120735,54.424461364746094
189,20.9571195,40.85163879394531
190,109.22370216666668,77.65547180175781
191,238.3090685,161.80548095703125
192,329.9056936666667,246.54629516601562
193,386.1237985,292.5572814941406
194,421.5728664999999,310.2366027832031
195,440.3572836666666,351.0352783203125
196,456.3791438333333,371.74786376953125
197,474.4803319999999,384.66876220703125
198,487.5294156666666,393.5914306640625
199,503.1562343333334,404.56097412109375
200,518.2011958333333,405.82342529296875
201,519.1086126666667,412.041015625
202,517.0260443333334,402.22882080078125
203,501.8010576666666,400.3450927734375
204,470.4533631666667,385.69525146484375
205,454.1290325,394.68975830078125
206,401.65725583333335,380.13226318359375
207,328.6478955,351.99664306640625
208,273.44634233333335,333.660400390625
209,211.73659099999995,325.0189208984375
210,225.3705258333333,275.9072265625
211,221.61971016666664,268.29345703125
212,249.65780416666664,243.05743408203125
213,235.05159433333336,177.256591796875
214,132.16366216666663,111.17697143554688
215,49.7874455,58.30021667480469
216,18.100069916666666,50.005035400390625
217,97.73476316666668,91.51994323730469
218,191.87157525000003,178.41812133789062
219,231.04191966666667,261.5809631347656
220,337.39096216666667,339.77740478515625
221,407.2834201666666,367.2565002441406
222,447.5670411666667,397.65130615234375
223,473.21566716666666,421.8985595703125
224,499.089959,453.3896179199219
225,498.97021983333343,472.13299560546875
226,526.0066658333333,470.7586364746094
227,520.1395988333333,475.39031982421875
228,520.7627568333332,493.26654052734375
229,504.9861275,470.01275634765625
230,472.8764126666667,468.6202392578125
231,412.00874433333337,461.79498291015625
232,369.4112283333333,433.26446533203125
233,338.84947600000004,422.1413269042969
234,315.0195125,394.75439453125
235,313.43024333333324,376.5673828125
236,353.57101933333337,363.551513671875
237,358.3370195,313.9920654296875
238,336.5092538333334,294.486328125
239,298.0584106666667,258.652587890625
240,240.0220128333333,201.55284118652344
241,154.75064466666666,117.24482727050781
242,72.57589200000001,59.92201232910156
243,23.87062183333333,69.60940551757812
244,114.97892466666666,137.8097381591797
245,236.76783033333336,258.21771240234375
246,329.1050656666667,346.33935546875
247,389.73478233333327,397.38592529296875
248,428.9133458333333,407.946533203125
249,462.9044106666667,448.73406982421875
250,488.81065899999993,476.13287353515625
251,509.2936715,490.6570129394531
252,524.1099294999999,502.9788818359375
253,535.2621509999999,506.83270263671875
254,537.6104245,506.7170715332031
255,534.4166295000001,518.0427856445312
256,525.8446635,504.82421875
257,521.4423638333333,507.96099853515625
258,517.7759149999999,503.48822021484375
259,514.8132009999999,496.0787353515625
260,517.1961925,492.20379638671875
261,500.4435526666666,459.58624267578125
262,484.3778671666666,444.9336242675781
263,446.755141,427.48431396484375
264,370.92621383333335,367.570068359375
265,343.8415881666666,360.1305847167969
266,291.55045799999994,312.6041564941406
267,226.81878433333333,242.04214477539062
268,118.66296633333332,143.13946533203125
269,26.74773766666667,70.21488952636719
270,18.751062333333333,40.39173889160156
271,98.703486,102.7476806640625
272,205.74765316666668,193.06680297851562
273,301.22405233333336,299.66571044921875
274,363.3892963333333,365.03948974609375
275,411.2469761666666,399.07879638671875
276,448.67507433333327,434.4292297363281
277,476.7582924999999,472.6793212890625
278,503.5973588333334,500.8216857910156
279,520.2268805,517.50537109375
280,530.6476871666666,530.2212524414062
281,535.933123,521.27880859375
282,536.1167653333334,522.7865600585938
283,535.4898433333333,511.6365661621094
284,535.1830201666667,522.4708862304688
285,513.2261965,517.5148315429688
286,513.1121193333333,495.40948486328125
287,491.672702,496.1988525390625
288,494.213079,458.9097595214844
289,462.3453371666667,445.4185791015625
290,443.5006206666666,418.47357177734375
291,404.9245828333333,365.72064208984375
292,345.63867616666664,327.1676330566406
