,loss,val_loss
0,232.87896728515625,170.49510192871094
1,107.143310546875,147.75799560546875
2,82.6997299194336,131.8378448486328
3,71.47984313964844,123.32292175292969
4,68.35205841064453,121.53510284423828
5,61.52099609375,112.16799926757812
6,59.80686950683594,109.3763427734375
7,59.58755111694336,123.25397491455078
8,58.90761947631836,113.76924896240234
9,55.93461990356445,115.50062561035156
10,56.32612991333008,106.16144561767578
11,55.75323486328125,124.65161895751953
12,58.06700897216797,113.99610900878906
13,54.76486587524414,118.36569213867188
14,54.217864990234375,104.94012451171875
15,53.98262023925781,96.36688995361328
16,54.97043991088867,101.40205383300781
17,53.439422607421875,96.24017333984375
18,54.045875549316406,100.84829711914062
19,50.9659423828125,97.45692443847656
20,52.34698486328125,95.80841827392578
21,50.90623474121094,95.6795883178711
22,49.529754638671875,99.52232360839844
23,52.856754302978516,93.03398132324219
24,52.6579704284668,101.75515747070312
25,51.45487976074219,95.38883209228516
26,48.55263900756836,89.00399017333984
27,48.58567428588867,83.26962280273438
28,49.41945266723633,94.491943359375
29,49.6560173034668,88.77108764648438
30,48.47319412231445,104.56971740722656
31,47.61140441894531,89.30970764160156
32,46.91781997680664,104.73646545410156
33,47.82212829589844,87.67144775390625
34,47.472347259521484,88.72533416748047
35,48.393280029296875,88.10614013671875
36,46.3060417175293,83.57292175292969
37,45.47719192504883,86.77485656738281
38,44.12537384033203,87.50799560546875
39,44.50116729736328,77.28269958496094
40,43.77217483520508,101.15557098388672
41,47.82917022705078,77.56949615478516
42,47.7936897277832,79.1335678100586
43,45.432090759277344,81.93677520751953
44,45.61856460571289,84.99620056152344
45,44.78362274169922,82.37480926513672
46,43.260414123535156,90.03394317626953
47,42.16212463378906,85.95801544189453
48,41.770774841308594,81.50769805908203
49,41.5181884765625,85.80809783935547
50,41.713722229003906,89.66354370117188
51,43.83815383911133,82.22914123535156
52,41.6426887512207,87.15386962890625
53,41.3810920715332,77.5839614868164
54,43.49876403808594,81.20706939697266
55,41.95028305053711,93.17430877685547
56,43.915985107421875,80.23815155029297
57,40.92567825317383,88.10147094726562
58,40.000022888183594,91.23963165283203
59,41.68742752075195,81.16880798339844
60,39.536590576171875,80.33224487304688
61,39.43328094482422,83.08271026611328
62,41.538814544677734,87.13032531738281
63,41.59931945800781,88.22110748291016
64,40.35208511352539,81.01498413085938
65,40.177120208740234,79.16260528564453
66,38.580230712890625,89.43177032470703
67,39.532920837402344,89.0110855102539
68,41.42073059082031,81.27924346923828
69,46.840694427490234,82.74494171142578
70,42.83505630493164,85.79159545898438
71,41.89651107788086,86.31792449951172
72,40.828369140625,94.67591857910156
73,40.93442916870117,85.52042388916016
74,40.70893859863281,80.67639923095703
75,37.575439453125,91.82276916503906
76,37.55150604248047,87.33692932128906
77,37.22132873535156,90.81192016601562
78,37.52470016479492,82.3919448852539
79,39.53656768798828,87.08540344238281
80,38.009315490722656,82.99503326416016
81,37.51512145996094,95.0576171875
82,40.489253997802734,89.69412231445312
83,37.06529235839844,85.4869155883789
84,38.80179977416992,89.52748107910156
85,35.21482467651367,84.12992095947266
86,35.58763885498047,84.35592651367188
87,36.5109977722168,87.14047241210938
88,37.183414459228516,90.37849426269531
89,36.168521881103516,89.99688720703125
